name,img,url,logo,category,description,location
Adonis,https://www.sunwaypyramid.com/static/shops/b997d2bf5a1857aba98f08d8ce4d29c4/w768-crop.jpg,https://www.sunwaypyramid.com/directory/adonis,https://www.sunwaypyramid.com/static/shops/f4faf283757e75b595c4ff8b7e96a216/w768.png,Beauty,"Beauty is a state of mind. If you look different that doesn't mean you are different from others finally what matters is your character. A stranger can't judge you by your appearance. No matter your age or gender, your body’s largest organ is your skin. If you want your skin especially on the face to look its best and stay healthy, you need to take care of it. Healthy, good looking skin begins with skin care. Facials are an essential ingredient of your overall skin care program and you will love the benefits of facials. A facial is a spa therapy and massage that leaves your skin cleaner, softer, younger, and truly transformed. Facials can help clear clogged pores, quench parched skin and remove dead cells. Facials involve some massage which aids in blood circulation and lymphatic drainage. The facial massage also helps to relax facial muscles which can slow the onset of wrinkles on the face. Puffiness reduction, sagging in the face and skin cell renewal are additional benefits from these massage techniques. Facials help reduce the impact of sun exposure, smoking and other environmental factors as well as incorrect product use. During your facial, your licensed aesthetic, will recommend appropriate skin care for home use to help you continue the benefits of our facial and correct ongoing skin care issues. Adonis, with natural skin care, you don’t have to worry about the added chemicals you aren’t sure are safe. Natural ingredients can help protect against the sun and soothe irritated skin, so they are better for the skin overall as long as you choose the right products for your skin needs. Call Adonis, at Sunway Pyramid to schedule an appointment.",LG1.99 (Lower Ground 1 Floor)
Aeroline,https://www.sunwaypyramid.com/static/shops/afac3bb52c0288663c072c4a4b26fa54/w768-crop.jpg,https://www.sunwaypyramid.com/directory/aeroline,https://www.sunwaypyramid.com/static/shops/5e099a6c3a114f4171e248633d778bed/w768.png,Services,"Aeroline@Sunway connects you with an executive coach for a city-to-city travel to Singapore and Penang in convenience, comfort & reliability!",OB3.LG2.1 (Ground Floor)
Ah Cheng Laksa,https://www.sunwaypyramid.com/static/shops/90cabaddc88e01389e120d7322a4c9db/w768-crop.jpg,https://www.sunwaypyramid.com/directory/ah-cheng-laksa,https://www.sunwaypyramid.com/static/shops/1600a2a937923de727d1b012f3c4e24a/w768.png,Food & Beverages,"Despite all the fancy and high-class dining experiences that people can find in Sunway Pyramid today, people have always harbored a surprising fondness for the local tastes that they ate growing up. Traditional favorites have long ingrained itself into the taste bud of every person, regardless of which social class you are in, be it the rich man and his craving for the decadent roadside Ramly burger or a simple office worker looking forward to a hearty lunch of char koey teow.
Ah Cheng Laksa is one of those establishments that brings out the best in a local delicacy and transport the eater on a journey away from the stress of the day. Offering a varied menu of local mains and side dishes, the main item to stand out is the infamous laksa (it IS in the name after all, in case anyone is wondering)! With their secret inhouse blend of spices for the laksa soup base, they have elevated the aromatic taste of the dish to new levels of tastiness. For an added twist, customers are encouraged to add the pungent ‘otak udang’ sauce, which is a black paste made from prawn innards to give a special zest to the flavor. Adventurous customers can add some squeezed lime juice and fried onions to the soup, creating a memorable sensation that is hard to forget.
To bolster the delicious laksa, the menu also carries fried chicken meat rolls, more commonly known as the ‘lobak’, which compliments the laksa’s taste. The presence of a meaty dish gives the meal a hearty and filling feel, which may be lacking from just the laksa alone, as the sour-ish soup stimulates the appetite further as you enjoy your meal.
End your meal with a fine dessert, be it a ‘rojak’ or the infamous ABC, every day is a good day at Ah Cheng Laksa!",LG2.88 (Lower Ground 2 Floor)
Ainz & Tulpe,https://www.sunwaypyramid.com/static/shops/20c9c1e3d5b2a7bb6c0c74cb3eb8a5e9/w768-crop.jpeg,https://www.sunwaypyramid.com/directory/ainz-and-tulpe,https://www.sunwaypyramid.com/static/shops/c90353634d0b91cc75ebcc309e214677/w768.png,Beauty,"Ainz & Tulpe (A&T) is a Japanese beauty and lifestyle store that is home to 250 brands specializing mainly in skincare, healthcare, and cosmetics. It prides itself in housing quality Japanese cosmetics and stores exclusive brands that strive to bring consumers on a journey of self-discovery and timeless beauty.
#BeautyTreats","G1.76, G1.77 (Ground Floor)"
Air Space,https://www.sunwaypyramid.com/static/shops/0551f8c6916c85fccb409eb9c6e6320c/w768-crop.jpg,https://www.sunwaypyramid.com/directory/air-space,https://www.sunwaypyramid.com/static/shops/cb72eeb884a04ef5700e132ea171baee/w768.png,Fashion,,LG1.122A (Lower Ground 1 Floor)
Akemi Home,https://www.sunwaypyramid.com/static/shops/8b96a10c5155334a5f2c40646058236e/w768-crop.jpg,https://www.sunwaypyramid.com/directory/akemi-home,https://www.sunwaypyramid.com/static/shops/f0b9b5a00a88ef2284d88bfd430289ff/w768.png,Entertainment,"Since 1992, AKEMI has been transforming homes across Southeast Asia and beyond with high-quality home furnishings and bedding accessories. Committed to exceptional craftsmanship, innovation, and sustainability, AKEMI aims to create special moments of togetherness in every family. As the number one bedding brand in Malaysia, AKEMI is proudly represented in eleven countries—Malaysia, Singapore, Brunei, Indonesia, Thailand, Vietnam, Cambodia, the Philippines, Laos, Fiji, and the Maldives—catering to customers who seek quality and comfort in their homes.",G1. 113A (Ground Floor)
Al-Ikhsan Sport,https://www.sunwaypyramid.com/static/shops/a37350a2b5f70bcddbf40e2045bebbca/w768-crop.jpg,https://www.sunwaypyramid.com/directory/al-ikhsan-sport,https://www.sunwaypyramid.com/static/shops/1d831ce0693bd0d0cb660df0191770d6/w768.png,Fashion,"Growing from just a single outlet established in 1993, Al-Ikhsan Sports has quickly expanded to earn its status as Malaysia’s No.1 Sports retailer, carrying an impressive range of sports apparel, equipment and footwear. Starting off as a single store in Johor owned by a husband and wife team, the brand has now multiplied its store count to having more than 130 outlets around the country. The brand’s main purpose is ‘to keep Malaysia fit and active by making sports affordable for all’.
Staying true to their goal of providing affordable sportswear and equipment for their shoppers, Al-Ikhsan offers products from well-known brands at competitive prices. Attaining quality products directly from international brands such as Adidas, New Balance, Puma and many more, they have successfully differentiated themselves from competitors.
Carrying sports apparel for different target audiences such as football fanatics, children, or casual athletes, Al-Ikhsan is able to appeal to everyone’s personal preference! As the exclusive licensee for brand for Liverpool FC, Umbro and Lotto products, fans can make their way to their outlet on LG1 to shop for these. With their own in-house brand AL Sports, the company even launched a Muslimah sportswear range, whereby they introduced a sports hijab for Mulism women who were concerned about modest dressing while maintaining an active lifestyle.
Just recently in November 2019, they received the “Brand of the Year” Award for Malaysia, from World Branding Forum, UK.
Lion is proud to support home-grown brands and loves to watch them successfully become a top player in the industry!",LG1.103 (Lower Ground 1 Floor)
Aldo,https://www.sunwaypyramid.com/static/shops/09db96e21c530551bb3321bca2739ddc/w768-crop.jpg,https://www.sunwaypyramid.com/directory/aldo,https://www.sunwaypyramid.com/static/shops/7a953c30776ab57875aee74e9816906a/w768.png,Fashion,"ALDO is the worldwide destination for on-trend fashion footwear and accessories at accessible prices. Positive, authentic, and bursting with personality, ALDO is the lifestyle brand for people stepping up in the world.
ALDO specializes in the creation of high-quality fashion footwear, leather goods and accessories. The brand pays close attention to detail and to fine craftsmanship. ALDO is dedicated to bringing you both quality and cutting-edge trends at affordable prices, season after season. What’s more, ALDO’s dedicated team of buyers and stylists constantly travel the globe to keep you on the pulse of fashion. Whether the latest footwear trends are breaking in London, Milan, Paris, New York or Tokyo, ALDO will have them on your feet first!
ALDO aims to bring a total customer experience through its people, products and environments. Shopping should be memorable. They represent the company’s belief system and are the greatest articulators of what the ALDO GROUP is all about.",G1.93 (Ground Floor)
AmLife,https://www.sunwaypyramid.com/static/shops/a5a996dbe25e709b30977d801c4bd7ae/w768-crop.jpg,https://www.sunwaypyramid.com/directory/amlife,https://www.sunwaypyramid.com/static/shops/941244d607e29a538cdd1e03f92b6dec/w768.png,Entertainment,,LG1.103 (Lower Ground 1 Floor)
Anime Trend,https://www.sunwaypyramid.com/static/shops/2065c0f56b8cf1afbd65f406e2f8ba58/w768-crop.jpeg,https://www.sunwaypyramid.com/directory/anime-trend,https://www.sunwaypyramid.com/static/shops/7a977c214382bb42658152ac27f69117/w768.png,Toys & Hobbies,"The destination for anime lovers and collectors! Anime Trend at Sunway Pyramid puts on its shelves the latest collectible toys, key chains, gifts and figurines of various sizes. You would not miss this shop when walking through Marrakesh at LG2 as the attractive display of action figures facing the walkway would instantly catch your line of sight and make you pause to check it out. Anime Trend mostly specialises in Marvel, Transformers and popular Japanese Anime figures such as One Piece, Bleach and Dragonball. Some smaller sized figurines come in neat boxes which would make suitable gifts for your nephews or little brother or even your man who’s an enthusiast for these merchandises. Cute tsum tsum soft toys and pink girly toys also welcome little girls to check out the shop. Whether you are the one looking for another figurine to add to your collection or looking for quality toys for your loved ones, Anime Trend probably have what you need and more.",LG2.031.PushCart (Lower Ground 2 Floor)
Anime Trend,https://www.sunwaypyramid.com/static/shops/186c21f91f2cc81574872e1483a96700/w768-crop.jpeg,https://www.sunwaypyramid.com/directory/anime-trend-lg2m-060-pushcart,https://www.sunwaypyramid.com/static/shops/1fc7ce851189882f6ac1d982075008d8/w768.png,Toys & Hobbies,"The destination for anime lovers and collectors! Anime Trend at Sunway Pyramid puts on its shelves the latest collectible toys, key chains, gifts and figurines of various sizes. You would not miss this shop when walking through Marrakesh at LG2 as the attractive display of action figures facing the walkway would instantly catch your line of sight and make you pause to check it out. Anime Trend mostly specialises in Marvel, Transformers and popular Japanese Anime figures such as One Piece, Bleach and Dragonball. Some smaller sized figurines come in neat boxes which would make suitable gifts for your nephews or little brother or even your man who’s an enthusiast for these merchandises. Cute tsum tsum soft toys and pink girly toys also welcome little girls to check out the shop. Whether you are the one looking for another figurine to add to your collection or looking for quality toys for your loved ones, Anime Trend probably have what you need and more.","LG2,M.060.PushCart (Lower Ground 2 Floor)"
Animix,https://www.sunwaypyramid.com/static/shops/eb9457bd33ade4c64ee779bf596fe7e7/w768-crop.jpg,https://www.sunwaypyramid.com/directory/animix,https://www.sunwaypyramid.com/static/shops/be6fa97e80ebf773a0b1735607a0998a/w768.png,Asian Avenue,"Retailing of comic books, novels, magazine and related products only",F1.AV.08 (First Floor)
